Export;EXP-2023-01 (20230707 04:39);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL01908;NL10107;NL10131;NL10133;NL10136;NL10137;NL10138;NL10227;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10446;NL10520;NL10537;NL10538;NL10547;NL10548;NL10549;NL10631;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49546;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704;NL53001;NL53004;NL53015;NL53016
NO2;uur;µg/m³;20130116 12:00;20130116 13:00;69.5;65.5;55.7;55.4;51.8;30.4;;61.2;67.3;87.7;55.4;;38.83;22.7;38.54;52.76;46.06;;;50.62;54.42;57.41;50.17;48;39.31;31.67;45.5;37.05;52.6;23.79;53.07;;56.96;61.11;54.78;46.23;62.48;66.27;55.33;;75.85;13.39;49.66;;33.41;29.79;26.21;42.11;;25.66;41.98;42.22;23.12;24.64;44.77;37.43;16.82;26.77;26.92;25.41;27.15;;28.64;51;32;86;45;35;49;36;40;31;27;37;45;52.9;78.2;159.8;;;39;33;47.4;;;
NO2;uur;µg/m³;20130116 13:00;20130116 14:00;58.7;59.8;45.1;48.8;43.2;34;;45.1;71.1;79.9;59.2;;38.7;20.83;40.17;49.26;42.64;;;40.42;55.19;53.28;47.39;49.36;43.46;32.43;38.14;35.73;38.46;27.81;44.34;;50.62;54.19;32.09;50.16;40.59;56.54;42.96;;70.51;12.07;51;;39.42;29.63;24.72;35.34;;24.63;34.48;38.16;23.5;26.11;39.42;43.04;17.64;23.16;19.61;26.71;27.2;;26.71;52;31;91;38;36;53;37;41;32;27;29;37;45.3;73.1;69.1;;;31;25;52.4;;;
NO2;uur;µg/m³;20130116 14:00;20130116 15:00;52.3;55.5;45.1;47.3;42.9;31.1;;48.6;60.1;59.8;36.6;;40.4;24.25;43.18;47.78;43;;;43;47.56;52.9;50.67;52.67;45.49;40.69;36.12;33.26;46.58;34.12;55.11;;41.2;61.52;37.47;54.72;35.68;68.05;48.07;;65.81;12.92;49.16;;37.32;30.96;23.14;39.57;50.22;25.11;34.31;35.56;25.62;29.68;56.73;40.52;19.58;24.47;28.09;28.08;24.32;;26.35;47;34;92;44;37;49;37;41;28;32;25;28;33.7;65;79.7;;;33;24;45.2;;;
NO2;uur;µg/m³;20130116 15:00;20130116 16:00;52.4;63;52.5;54.2;48.7;40;;53.1;60.9;55.3;51;;40.45;26.65;46.22;52.62;47.54;;;38.8;54.69;56.53;48.71;50.47;49.08;54.31;44.16;35.75;57.61;41.11;59.25;;44.78;50.54;43.78;55.15;29.83;74.32;73.48;;54.13;20.64;48.63;;39.27;34.59;32.2;43.94;59.86;33.07;43.82;44.11;29.07;31.65;53.79;38.6;23.13;28.21;21.79;26.1;27.43;46.83;25.3;52;41;101;52;40;54;38;46;30;35;28;36;37.2;67;67.4;44;;38;26;56.6;;;
NO2;uur;µg/m³;20130116 16:00;20130116 17:00;62;62.6;55.4;60.3;49.3;46.1;;71.9;74.5;65.3;67.6;;38.32;30.74;46.66;50.67;47.49;;;43.05;52.35;54.41;53.25;62.44;53.24;58.71;64.09;37.53;49.58;55.57;62.37;;50.83;69.61;60.45;57.48;29.27;74.88;79.43;;64.32;31.91;63.38;;47.39;39.57;45.82;51.02;73.3;40.31;52.06;49.11;34.44;36.66;66.48;44.27;28.07;33.02;32.98;26.8;28.06;45.91;23.44;58;50;97;51;51;49;45;48;39;44;36;39;38.6;69.9;71.4;52;;39;39;60.6;;;
NO2;uur;µg/m³;20130116 17:00;20130116 18:00;70;71;72;68.4;62;61.4;;80.5;84.4;95.2;69.5;;40.69;37.09;44.28;49.74;45.22;;;52.15;53.87;59.99;55.53;61.25;57.49;54.64;62.04;43.05;70.39;67.97;66.91;;61.96;90.51;65.25;58.65;27.83;76.9;92.79;;73.62;24.38;67.1;;49.5;43.92;52.05;55.34;81.82;47.47;54.65;50.57;38.59;37.67;58.61;49.04;34.9;39.25;39.53;29.69;24.48;54.85;25.15;64;57;95;51;55;53;56;58;57;52;56;46;42.6;96.2;101.1;60;;54;50;59.5;;;
NO2;uur;µg/m³;20130116 18:00;20130116 19:00;72.1;71.9;70.1;67.3;62.1;63.7;;73.2;84.6;130.3;96.5;;40.71;38.25;42.8;46.97;43.98;;;55.7;55.96;60.97;60.28;57.8;55.36;53.82;60.65;46.36;68.24;70.21;69.76;;65;104.51;56.56;55.99;31.48;67.19;95.36;;63.46;23.23;64.1;;51.2;44.06;52.16;55.3;100.26;54.96;56.82;50.83;38.79;40.32;53.06;48.56;35.3;39.82;39.44;30.28;25.33;46.76;25.56;87;58;103;57;57;67;63;61;54;57;53;45;47.6;142.5;118.5;73;;49;53;63.6;;;
NO2;uur;µg/m³;20130116 19:00;20130116 20:00;62;65.8;62.1;64.7;60.7;62.6;;69.1;81.7;86.1;98.1;;39.28;37.67;42.76;42.72;41.97;;;55.98;55.66;61.92;56.02;56.57;51.84;53.14;56.72;46.54;70.89;65.74;66.27;;61.37;88.58;57.61;57.42;40.88;69.58;80.65;;58.75;31.03;54.04;;44.82;44.82;49.34;55.08;114.65;46.84;58.86;51.99;35.92;41.21;55.51;48.04;33.87;36.74;33.76;38.1;30.97;48.14;28.04;78;55;90;62;57;60;59;61;53;58;58;49;61.2;207;135.8;61;;45;53;59.8;;;
NO2;uur;µg/m³;20130116 20:00;20130116 21:00;73.1;72;70.6;67;59.9;58.2;;67.3;84.8;91.1;136.8;;37.59;38;43.24;43;41.18;;;50.17;55.61;59.62;54.48;55.28;52.62;52.71;54.83;49.27;69.01;62.16;66.04;;61.8;96.32;59.23;57.57;46.66;73.37;82.42;;58.07;36.98;49.1;;44.5;46.17;48.94;50.95;74.71;45.77;54.41;52.74;35.58;37.17;51.69;44.15;30.83;30.4;29.54;40.61;27.95;58.93;28.91;62;52;78;54;52;51;54;56;46;56;55;47;69.4;317.3;174.4;65;;41;57;57.7;;;
NO2;uur;µg/m³;20130116 21:00;20130116 22:00;86.7;70.8;89.2;68.1;63.1;53;;66.5;78.2;90.8;157.8;;36.68;36.7;41.88;41.2;40.19;;;55.68;55.02;58.92;48.51;51.91;51.53;52.41;56.06;47.86;60.67;63.68;70.13;;59.38;99.31;58.86;61.41;45.5;80.98;86.47;;59.16;33.52;47.83;;42.52;44.45;47.32;51.53;56.18;44.29;53.63;50.69;37.2;33.72;42.26;38.8;25.08;28.77;30.92;37.57;30.41;57.39;28.86;56;48;67;48;51;49;51;52;43;53;47;49;84.6;411.8;180.1;81;;39;50;58.8;;;
NO2;uur;µg/m³;20130116 22:00;20130116 23:00;77.2;64.6;77.4;73.3;65;50.8;;61.1;86.1;101.1;146.6;;35.74;36.31;41.5;39.42;39.72;;;44.39;53.48;52.81;43.59;50.11;49.56;50.16;56.48;44.24;59.93;66.08;70.27;;58.52;93.23;58.84;55;40.01;70.62;97.53;;53.66;25.73;45.07;;41.55;36.44;44.87;47.61;55.09;41.99;51.91;47.9;36.94;34.31;44.88;40.38;22.68;30.25;33.33;26.08;33.61;53.88;32.89;49;45;64;47;49;48;47;47;40;46;46;50;103;160.4;175.1;67;;43;47;57;;;
NO2;uur;µg/m³;20130116 23:00;20130117 00:00;74.6;63.7;77.4;72.3;62.4;48.5;;67.9;91.3;101.9;129.9;;36.72;32.72;41.04;40.57;38.9;;;49.53;55.59;50.49;41.69;48.44;49.45;48.48;54.85;40.73;59.06;60.83;65.74;;62.97;89.98;60.24;50.89;42.43;67.81;91.39;;52.16;25.44;44.99;;40.15;33.25;45.14;47.94;51.43;43.87;48.59;50.31;35.07;35.28;43.81;37.99;22.7;28.17;34.84;24.59;32.11;46.37;41.06;48;45;56;45;48;48;46;45;39;45;46;46;87.8;;94.9;57;;46;45;56.2;;;
NO2;uur;µg/m³;20130117 00:00;20130117 01:00;69;68.4;80.8;58.6;54.5;47.7;;60.4;66.1;103.8;168.5;;36.38;28.35;38.48;37.93;37.92;;;46.25;54.23;45.17;40.1;46.65;48.9;47.65;51.82;39.88;56.34;55.62;58.96;;53.17;93.11;55.44;49.12;53.38;70.11;106.38;;47.22;18.84;40.34;;37.36;27.19;43.78;40.77;46.1;40.88;42.49;53.53;37.7;30.59;34.66;30.81;17.91;25.25;31.72;24.98;30.63;37.98;35.13;45;39;52;42;45;42;43;44;39;44;36;43;71;106;109.1;49;;44;40;55.1;;;
NO2;uur;µg/m³;20130117 01:00;20130117 02:00;63;58;60.3;53.1;48.2;47.5;;56.1;57.1;66.5;118.9;;36.51;25.68;37.27;38.29;37.88;;;46.29;53.24;38.39;32.58;44.28;46.53;47.1;50.33;37.84;55.11;54.8;74.53;;50.16;72.52;50.25;48.48;50.13;68.67;64.79;;45.02;17.02;38.37;;36.77;22.21;42.99;40.06;46.21;38.91;44.02;51.62;30.97;25.91;28.81;29.11;16.44;25.84;26.54;24.83;24.63;28.48;26.53;43;36;46;36;;38;39;40;35;40;30;40;55.8;75.5;119.8;52;;42;31;56.6;;;
NO2;uur;µg/m³;20130117 02:00;20130117 03:00;56.4;52.3;53.6;52.8;48.4;47.4;;54;53.4;53.2;87.3;;37.12;23.02;39.04;37.82;38.48;;;42.62;53.3;36.92;26.56;42.8;45.82;47.15;49.01;30.91;54.72;55.12;54.75;;51.21;57.03;50.35;48.25;48.27;54.29;66.53;;38.99;22.04;38.51;;35.22;22.72;42.22;40.21;45.31;36.83;43.91;51.09;23.93;19.83;28.67;29.38;14;24.73;18.63;24.37;24.01;26.23;20.73;38;32;45;36;38;35;36;39;30;40;33;28;35.1;57.2;71;48;;41;33;57;;;
NO2;uur;µg/m³;20130117 03:00;20130117 04:00;52.9;50.4;51;53.3;49.3;48;;55;56.5;53.2;73.3;;37.51;20.44;39.59;39.52;39.95;;;37.49;54.04;39.84;31.53;44.01;44.35;45.92;49.25;30.17;53.45;55.62;49.08;;54.37;53.75;51.23;46.59;46.83;48.77;58.37;;42.87;21.51;33.94;;27.16;23.37;42.16;39.62;41.29;33.56;40.72;50.74;19.89;17.24;29.15;27.97;15.9;19.18;18.37;21.25;22.89;26.29;18.4;32;29;40;29;34;31;31;37;26;33;29;28;30.5;48.1;36.5;41;;;;58.2;;;
NO2;uur;µg/m³;20130117 04:00;20130117 05:00;51.5;50.5;51.8;55.6;51.1;49.7;;57.7;58.3;49.8;90.1;;35.14;20.92;35.5;39.05;39.22;;;37.99;52.34;40.09;27.68;43.45;43.91;44.96;51.19;33.15;52.02;55.12;44.86;;53.08;53.88;51.25;48.83;45.3;46.16;51.91;;41.4;16.05;28.48;;20.92;23.26;38.07;29.43;35.09;27.37;31.21;49.58;19.76;17.35;26.87;26.48;18.17;17.97;17.39;21.94;21.08;26.52;22.27;32;26;42;32;31;29;30;37;23;31;27;29;35.6;45.2;40.6;38;;39;31;55;;;
NO2;uur;µg/m³;20130117 05:00;20130117 06:00;75.6;52.1;56.2;54.1;48.3;47.3;;59.9;58.3;51.4;93.9;;33.1;20.66;30.29;38.48;38.43;;;38.36;51.05;42.45;33.38;43.75;41.58;45.66;49.62;33.7;52.95;53.96;45.03;;48.23;59.73;51.11;53.6;44.05;46;48.12;;34.17;11.42;29.72;;20.7;19.18;36.33;24.19;35.56;21.61;27.88;48.7;18.65;15.43;27.36;24.85;19.95;18.95;18.18;22.73;19.44;31.78;22.09;40;27;52;38;34;33;32;39;22;35;29;32;36.6;58.3;43.1;33;;33;30;54.4;;;
NO2;uur;µg/m³;20130117 06:00;20130117 07:00;105.4;54;53.9;55.3;46.4;48.3;;63.2;57.4;53.5;82.4;;35.4;21.01;30.35;38.49;36.38;;;40.37;48.45;42.16;37.72;46.03;43.84;45.96;46.37;36.78;53.35;53.34;44.64;;48.65;60.96;51.33;45.75;38.32;48.12;47.19;;43.09;11.33;33.42;;21.89;18.06;28.55;24;33.77;22.59;24.28;46.1;19.09;17.57;32.64;25.84;18.6;18.57;17.47;21.48;17.93;50.69;26.5;51;29;80;50;38;35;41;55;27;40;37;34;31.1;61.4;53.2;32;;37;35;53.2;;;
NO2;uur;µg/m³;20130117 07:00;20130117 08:00;102.6;53.2;56.1;62.9;48.1;48.4;;73.6;60.4;55.6;78.6;;36.4;23.11;33.8;39.49;36.72;;;43.15;44.15;46.92;48.68;47.43;43.34;47.63;48.16;41.68;54.16;53.98;49.87;;50.5;69.02;50.87;45.56;36.13;53.2;54.19;;64.29;13.12;40.25;;27.89;18.72;25.08;27.01;42.12;21.55;33.19;41.46;20.77;20.36;42.23;29.79;23.88;20.88;17.54;19.49;17.47;43.59;31.8;63;34;89;57;;46;47;50;34;44;41;32;25.5;78.6;46.1;40;;46;37;48.8;;;
NO2;uur;µg/m³;20130117 08:00;20130117 09:00;101;57.8;62.5;54.8;45.6;43.1;;69.7;58.5;55;85.6;;37.36;23.34;35.33;48.33;37.96;;;42.31;45.22;51.64;50.02;52.64;43.58;43.04;49.38;44.44;51.67;55.93;44.34;;48.02;64.24;50.16;41.71;40.46;53.03;50.09;;64.61;13.34;36.92;;22.35;19.73;27.38;28.7;42.01;22.04;32.53;43.13;23.99;21.38;;34.28;20.51;25.94;25.38;23.97;16.11;72.68;34.51;72;33;94;66;45;43;49;53;32;51;;29;22.5;96.3;61.3;;;48;38;;;;
NO2;uur;µg/m³;20130117 09:00;20130117 10:00;76.4;53.1;52;46;36.5;34.4;;58.2;52.5;49.6;83.3;;33.98;19.58;31.83;39.61;34.92;;;33.88;40.73;46.94;47.94;46.35;37.71;37.44;39.96;38.65;44.49;54.16;41.17;;39.92;50.92;43.33;49.73;35.59;51.43;40.12;;57.03;11.82;36.3;;20.97;19.13;26.35;28.33;40.55;23.23;32.47;36.37;23.84;19.36;76.91;34.9;29.9;23.22;22.76;26.97;15.29;75.42;35.03;73;29;93;59;44;46;;50;28;41;38;37;24.1;80.6;85.2;39;43;46;33;37.7;;;
NO2;uur;µg/m³;20130117 10:00;20130117 11:00;89.4;48.2;43.7;37.1;30.3;33.1;;64.6;44.9;40.4;51.7;;27.53;18.52;32.18;40.68;32.65;;;28.99;37.01;54.01;45.32;45.4;34.04;30.1;30.33;32.19;39.59;55.57;39.72;;;42.02;32.17;33.93;39.76;49.04;36.61;;53.77;12.86;38.1;;21.35;17.32;22.15;27.69;51.46;21.33;26.93;32.52;28.03;16.72;77.17;37.84;22.7;21.19;17.56;28.26;16.89;;26.58;64;26;75;55;28;35;;47;21;24;27;30;39.7;87.3;91.3;30;31;26;22;37.7;;;
NO2;uur;µg/m³;20130117 11:00;20130117 12:00;78;40.8;39.2;44.6;29.9;29.7;;53;43.9;35;57.3;;26.84;17.84;29.61;39.98;34.22;;;28.81;37.49;51.58;48.7;44.65;32.31;27;29.34;33.85;38.86;56.36;36.38;;;39.18;32.27;31.44;39.38;45.39;33.2;;44.15;12.99;33.71;;19.08;15.79;20.1;29.12;41.02;18.19;32.8;25.07;23.47;16.86;39.8;34.28;23.63;23.09;16.97;24.24;21.31;56.1;17.19;70;21;86;60;28;36;57;51;22;26;23;23;31.6;65;65;21;24;26;22;38.5;;;
NO2;uur;µg/m³;20130117 12:00;20130117 13:00;86.1;38.6;41.7;53.5;29;30.2;;49.5;45.4;31.2;46.5;;26.55;22.22;27.74;38.11;32.7;;;25.66;34.91;55.45;48.53;41.21;32.75;25.89;31.3;33.47;40.44;56.51;31.47;;;40.22;31.19;27.75;32.67;43.04;28.76;;37.15;14.18;38.84;;19.76;16.29;28.44;42.32;43.48;18.55;36.51;21.94;22.84;15.25;62.25;39.11;18.46;18.26;15.65;22.4;17.23;28.37;18.14;67;22;84;60;30;33;49;58;20;32;25;26;37.2;60.5;43.8;;23;27;32;34.1;;;
NO2;uur;µg/m³;20130117 13:00;20130117 14:00;79;40.1;43.2;42.6;28.3;30.1;;43;43.8;34.2;47.1;;26.32;22.17;25.68;37.22;31.85;;;25.07;34.58;56.13;48.87;38.52;31.21;30.03;30.72;30.72;39.21;57.62;36.3;;;52.56;32.08;27.96;26.38;43.67;41.2;;43.15;20.36;37.73;;24.34;17.92;32.16;40.55;45.49;41.32;39.43;21.93;23.25;16.45;79.07;40.23;17.22;17.11;19.58;20.53;17.57;34.91;14.21;84;34;92;67;30;54;50;61;22;30;44;35;63.5;61;46.3;25;34;28;39;34.4;;;
NO2;uur;µg/m³;20130117 14:00;20130117 15:00;78.7;41.8;51.5;49.6;36.4;37.9;;43.4;48.9;45.4;55.1;;28.78;25.21;28.14;38.73;35.05;;;31.55;35.23;57.94;53.04;40.49;32.7;31.93;38.02;30.1;36.63;66.15;48.74;;;53.35;32.26;28.87;26.77;55.05;43.7;;48.88;24.13;47.3;;27.11;;32.84;44.03;51.1;79.41;41.2;23.6;25.84;20.19;72.79;41.53;17.6;18.44;22.53;17.46;20.08;43.77;14.29;89;39;96;67;39;56;49;65;27;33;52;34;93.9;74.1;52.4;29;43;35;48;36.5;;;
NO2;uur;µg/m³;20130117 15:00;20130117 16:00;98.5;44;55.6;64.5;44.2;54.2;;52.7;53.3;49;63.7;;30.64;29.97;32.93;40.63;35.85;;;39.48;36.74;54.69;55.73;43.55;38.29;39.54;37.27;32.23;37.73;68.18;54.29;;49.53;63.91;35.37;34.19;32.39;66.79;51.41;;52.39;26.06;42.86;;29.02;21.28;34.43;40.04;61.08;83.01;40.06;23.61;28.44;22.45;74.38;44.45;19.09;22.51;24.13;18.72;23.89;54.81;15.52;81;53;100;62;52;59;49;68;38;43;55;43;90.8;98.8;56.4;42;51;45;55;38.5;;;
NO2;uur;µg/m³;20130117 16:00;20130117 17:00;106.5;48.9;57.7;88.1;54.4;70.3;;77.5;62.6;54.2;69;;38.28;37.83;36.09;46.58;41.17;;;46.85;41.77;63.4;72.22;51.48;43.05;43.04;41.13;38.52;42.66;66.48;66.98;;56.73;65.88;42.19;48.37;44.37;75.46;62.2;;60.42;33.99;49.86;;34.79;32.42;42.78;45.59;57.66;75.53;43.59;31.9;32.24;33.12;70.59;51.82;26.29;28.73;28.35;18.52;18.1;68.33;16.13;92;63;111;68;55;66;59;68;49;54;66;55;126.3;126.7;60.9;48;60;54;68;42.9;;;
NO2;uur;µg/m³;20130117 17:00;20130117 18:00;94.9;56.1;67.6;84;60.4;50.8;;70.7;65.8;58;72.5;;43.78;43.33;41.87;46.41;43.38;;;45.57;46.11;66.27;84.1;54.11;55.24;47.92;53.7;44.19;48.92;67.04;76;;61.32;71.44;53.15;50.82;47.62;81.56;84.43;;81.6;36.79;65.93;;53.14;38.49;48.41;51.49;54.05;89.59;54.65;41.68;35.86;40.62;64.34;55.18;29.81;33.72;36.81;24.26;22.37;70.39;20.67;61;59;100;60;61;72;64;64;49;61;54;62;127.8;165.3;74.9;61;69;57;63;47.4;;;
NO2;uur;µg/m³;20130117 18:00;20130117 19:00;85.1;56.4;71;72.9;58;50;57.2;70;70.4;55.8;78.9;;44.59;43.69;42.24;45.6;44.75;;;45.34;46.02;64.22;59.72;61.52;54.49;54.17;54.11;45.18;52.72;65.97;76.57;;60.92;70.11;48.78;50.47;45.86;80.72;94.85;;80.33;36.69;63.13;;58.32;35.66;48.53;54.61;56.06;65.79;56.5;45.18;38.28;42.19;77.77;54.78;32.58;36;42.89;22.31;22.4;71.53;25.66;79;54;88;65;51;57;55;55;41;60;57;57;89.2;175;93.2;60;63;53;60;48.5;;;
NO2;uur;µg/m³;20130117 19:00;20130117 20:00;72.1;54.7;64.1;84.7;58.4;61.2;61;77.6;72.9;56;59.5;;44.83;44.85;44.62;50.87;44.46;;;45.01;46.8;65.23;55.12;71.18;53.24;52.93;53.91;46.97;55.04;63.6;69.64;;56.92;68.93;47.9;49.73;44.52;76.24;92.41;;78.95;25.54;60.48;;55.78;30.7;46.26;54.93;55.52;52.66;60.2;46.67;30.22;41.33;65.28;54.99;33.51;38.46;43.71;23.27;28.41;70.65;28.8;78;54;82;62;49;71;57;;46;53;55;49;59.8;248.1;132.8;76;59;45;57;49.5;;;
NO2;uur;µg/m³;20130117 20:00;20130117 21:00;71.8;54.4;60.9;75.3;59.3;62.6;57.9;73.6;65;61.8;68.8;;45.94;46.22;45.3;47.47;45.68;;;44.52;50.36;68.28;54.51;56.43;50.48;50.45;54.74;46.8;58.27;63.1;77.73;;58.41;68.34;49.04;48.43;58.41;87.45;83.91;;65.52;16.86;57.37;;55.44;34.09;46.14;53.64;53.45;48.82;55.01;45.92;31.62;40.25;61.14;51.42;32.64;35.79;39.21;21.12;30.54;69.74;35.18;74;54;85;62;49;55;56;57;48;50;51;50;64.3;291.4;155.7;55;62;44;54;53;;;
NO2;uur;µg/m³;20130117 21:00;20130117 22:00;63.6;51;56.5;76.8;56.8;74.1;59.9;72.7;66.8;61.7;70;;45.58;46.41;44.73;48.14;46.23;;;43.6;49.07;64.26;50.32;58.89;50.82;52.35;53.19;46.34;59.49;62.43;74.33;;61.46;61.36;54.18;49.85;68.38;84.06;84.5;;59.82;20.42;54.17;;48.75;36.06;46.65;53.23;53.23;53.34;53.52;44.49;40.05;37.72;57.01;51.98;28.59;33.79;39.05;24.13;24.57;51.97;26.72;71;50;79;59;48;49;55;57;44;50;50;48;66.9;252.4;167.4;50;61;38;52;51;;;
NO2;uur;µg/m³;20130117 22:00;20130117 23:00;67.5;52.6;51.9;65.1;55.9;62.1;78.9;70.2;63.5;58.3;58.9;;44.15;43.96;45.43;46.39;47.09;;;43.69;47.46;64.07;53.1;55.85;56.39;50.29;48.76;46.44;60.68;58.71;71.47;;63.93;57.32;55.36;54.01;73.79;78.79;63.67;;61.97;17.64;51.95;;45.2;38.21;43.67;48.85;53.31;41.44;50.05;41.68;36.98;38.78;56.79;53.68;25.78;34.78;39.6;26.16;23.32;38.23;16.7;58;44;67;50;42;45;50;49;40;44;51;46;65.4;216.8;164;58;58;39;50;47.9;;;
NO2;uur;µg/m³;20130117 23:00;20130118 00:00;57;51.4;50.6;56.7;53.1;64.5;77.4;74;58.9;52;59.1;;45.48;41.13;45.22;45.99;46.55;;;46.27;44.17;62.35;52.36;51.76;60.56;49.03;46.5;44.75;64.35;55.96;62.58;;63.5;55.34;57.59;57.53;73.5;71.43;74.26;;59.67;16.99;47.9;;41.29;37.96;44.23;46.7;55.24;39.94;48.13;41.11;26.89;40.99;54.32;50.35;25.13;34.46;39.37;26.79;20.92;31.28;20.43;53;44;61;45;43;44;47;48;39;39;48;;;189.3;;54;50;40;48;45.1;;;
NO2;uur;µg/m³;20130118 00:00;20130118 01:00;54.1;50.5;50.2;63.2;58.6;60.9;69.9;68.9;62;51.7;57.4;;45.06;40.72;44.06;44.98;45.18;;;42.22;43.87;56.34;52.02;54.06;53.49;49.52;47.55;45.32;64.65;53.03;60.27;;62.59;55.99;50.92;51.55;60.39;73.16;65.32;;50.22;14.58;44.87;;43.09;29.93;46.98;41.62;47.86;40.39;42.74;46.01;25.98;38.3;46.95;44.73;25.88;29.55;40.38;26.65;17.37;22.24;25.72;49;40;56;41;40;43;42;48;38;40;42;43;60.3;75.4;151.3;46;42;41;43;44.7;;;
NO2;uur;µg/m³;20130118 01:00;20130118 02:00;55.7;52.2;55.8;61.3;56.2;56.4;66;69.8;63.2;53.4;91.2;;41.63;36.89;42.48;43.68;44.12;;;43.19;44.78;57.57;49.07;52.42;52.39;49.33;48.15;41.86;59.17;53.16;57.65;;57.26;59.09;50.05;50.93;52.4;63.43;74.8;;48.35;15.86;44.11;;42.59;25.78;43.03;40.24;45.68;41.25;38.92;47.81;25.03;35.69;42.18;42.04;25.52;25.29;37.26;26.93;18.26;20.23;20.16;37;31;44;33;38;41;32;37;31;32;37;40;57.3;39.1;70.1;44;40;43;34;44.3;;;
NO2;uur;µg/m³;20130118 02:00;20130118 03:00;59.6;57.8;57.3;57.7;53.4;52.1;62.1;63;64.9;56.3;90.2;;40.19;30.93;43;43.46;43.54;;;47.21;43.08;56.88;46.25;52.86;52.49;49.17;47.78;43.33;53.92;57.85;48.6;;53.62;60.67;50.33;51.01;47.68;52.7;60.43;;44.33;13.81;42.17;;38.2;24.58;41.49;39.69;41.93;39.81;37.63;44.61;26.84;29.69;35.55;37.3;25.5;23.13;32.76;26.51;20.22;25.37;26.55;36;32;39;31;33;;34;35;30;30;23;35;41.2;41.6;31.5;34;22;39;28;43.9;;;
NO2;uur;µg/m³;20130118 03:00;20130118 04:00;60.6;56.2;50.5;51.1;48.7;46.5;57.9;55.5;57;67.5;82.8;;40.07;28.71;44.15;43.47;43.64;;;45.82;41.57;53.4;46.01;50.97;50.7;46.26;47.44;44.43;51;56.91;46.68;;50.49;60.51;54.02;43.56;39.61;50.04;54.26;;32.71;17.73;35.66;;30.71;26.28;40.47;37.64;36.49;34.04;35.71;41.82;27.65;27.48;28.69;30.85;26.15;26.06;20.95;23.68;22.43;25.35;27.89;35;30;41;34;35;;31;37;31;31;28;24;26.6;38.1;33.5;35;26;31;32;45.4;;;
NO2;uur;µg/m³;20130118 04:00;20130118 05:00;53.2;49;46.7;47.1;45.2;41.7;49.1;49.5;49.2;59.2;62.4;;39.22;34.61;44.63;44.53;43.74;;;44.18;43.72;51.44;44.2;47.85;48.88;47.35;47.9;46.38;54.44;51.97;45.42;;46.38;50.93;53.3;42.29;36.41;46.66;51.18;;33.18;19.53;31.56;;27.06;28.23;37.77;33.86;32.32;27.98;32.03;39.9;27.63;27.57;32.73;33.68;25.15;26.56;18.71;23.14;22.97;30.68;27.65;32;29;43;;36;34;31;38;29;32;27;26;25.1;44.6;35.5;32;29;31;32;49.9;;;
NO2;uur;µg/m³;20130118 05:00;20130118 06:00;62.5;47.9;44.8;46.8;42.4;40;45.5;49.3;46.6;50.3;64.7;;34.67;36.1;44.1;47.17;44.68;;;41.9;43.84;49.83;43.66;46.96;45.88;45.27;51.4;42.44;52.55;52.44;44.84;;43.73;48.22;47.7;40.94;35.53;47.06;48.46;;37.49;20.2;35.21;;27.92;26.73;32.54;33.9;33.62;28.6;31.4;38.32;27.77;26.45;35.23;34.43;23.61;26.66;20.36;19.59;21.09;33.57;18.25;38;30;46;32;34;32;30;43;26;32;27;29;25.5;45.2;37.6;29;29;34;34;50.2;;;
NO2;uur;µg/m³;20130118 06:00;20130118 07:00;98.7;47.3;47.9;53.6;43.1;41.5;46;63;46.6;46.2;62.4;;38.19;41.64;45.81;48.32;46.2;;;40.95;45.03;51.13;46.52;52.58;44.2;46.93;51.6;47.43;52.83;52.66;46.53;;45.05;47.38;45.36;38.44;37.12;52.76;46.23;;37.94;19.93;42.23;;31.79;27.17;33.72;37.18;51.51;30.55;32.51;40.25;28.01;26.2;43.03;36.51;18.29;23.04;19.58;18.05;17;38.7;19.42;43;34;61;42;37;35;34;51;31;35;32;33;33.6;66.4;45.2;31;34;32;39;51.8;;;
NO2;uur;µg/m³;20130118 07:00;20130118 08:00;92.7;46.7;55.2;57.4;46.7;45.3;49.1;61.3;50.2;49;61.2;;40.57;43.62;46.38;51.72;47.77;;;44.69;47.21;58.53;54.32;64.22;46.79;46.44;52.7;47.38;51.44;51.53;47.76;;47.34;50.03;45.59;38.76;39.73;58.82;47.61;;53.43;18.91;51.24;;37.39;26.67;35.31;41.14;53.43;32.81;36.26;41.45;23.53;26.73;54.42;38.86;17.04;21.26;16.58;17.44;19.03;44.44;19.49;57;37;64;51;40;40;44;49;34;40;38;38;41.6;;63.4;35;36;38;41;51.9;;;
